Date Time,Open,High,Low,Close,Volume,Adj Close
2014-06-23 22:00:00,585.46,588.5,585.14,586.54,30.63408917,
2014-06-23 22:30:00,588.24,588.5,585.79,588.5,24.74637228,
2014-06-23 23:00:00,588.49,588.5,585.99,588.5,49.16448714,
2014-06-23 23:30:00,588.5,588.67,585.62,588.22,96.99915323,
2014-06-24 00:00:00,588.22,588.25,584.33,587.65,69.56741463,
2014-06-24 00:30:00,587.65,588.19,584.1,585.24,57.69004445,
2014-06-24 01:00:00,585.19,587.87,585.0,587.23,57.23530143,
2014-06-24 01:30:00,587.23,587.58,585.0,587.28,14.03736766,
2014-06-24 02:00:00,587.28,587.28,584.12,586.08,18.52628792,
2014-06-24 02:30:00,586.08,586.75,583.24,583.36,134.08730213,
2014-06-24 03:00:00,586.75,586.78,583.25,586.75,34.60652474,
2014-06-24 03:30:00,586.75,586.75,584.86,586.68,54.12701932,
2014-06-24 04:00:00,586.68,586.75,582.0,583.15,215.21010187,
2014-06-24 04:30:00,585.66,586.68,582.3,586.68,96.29180039,
2014-06-24 05:00:00,586.67,586.69,582.06,585.0,89.52486344,
2014-06-24 05:30:00,584.7,585.0,582.0,584.99,63.47960644,
2014-06-24 06:00:00,584.95,584.99,582.13,584.74,76.83809546,
2014-06-24 06:30:00,584.74,584.99,582.15,584.99,81.57017049,
2014-06-24 07:00:00,583.9,586.78,583.9,585.62,334.99102584,
2014-06-24 07:30:00,585.5,585.5,584.0,585.47,20.06812127,
2014-06-24 08:00:00,585.47,586.0,584.0,586.0,120.29571867,
2014-06-24 08:30:00,584.46,586.78,584.46,586.0,51.54951352,
2014-06-24 09:00:00,585.96,587.58,585.5,587.58,202.64569203,
2014-06-24 09:30:00,587.58,587.95,585.01,587.0,178.78749384,
2014-06-24 10:00:00,587.0,587.95,584.5,587.8,108.02237374,
2014-06-24 10:30:00,586.93,588.02,586.05,586.05,70.27638076,
2014-06-24 11:00:00,588.02,588.21,585.5,588.2,22.99347281,
2014-06-24 11:30:00,588.21,588.24,586.0,587.68,54.77478193,
2014-06-24 12:00:00,586.05,588.0,586.05,587.25,19.30658739,
2014-06-24 12:30:00,587.25,587.98,584.0,586.0,231.37846097,
2014-06-24 13:00:00,586.0,587.4,585.0,585.0,66.09036374,
2014-06-24 13:30:00,587.0,587.95,584.1,587.7,78.97761318,
2014-06-24 14:00:00,587.68,587.72,584.15,586.99,136.27771788,
2014-06-24 14:30:00,584.83,586.99,584.83,586.99,80.15743609,
2014-06-24 15:00:00,585.23,587.05,584.82,586.8,82.46209909,
2014-06-24 15:30:00,586.05,586.99,584.68,586.87,75.16957902,
2014-06-24 16:00:00,586.8,586.87,584.0,586.5,62.09330104,
2014-06-24 16:30:00,585.11,586.87,584.0,586.86,61.87800455,
2014-06-24 17:00:00,585.5,586.87,584.82,586.67,28.7238319,
2014-06-24 17:30:00,586.73,586.73,584.02,586.7,79.98668906,
2014-06-24 18:00:00,586.66,586.85,584.01,586.78,145.30860826,
2014-06-24 18:30:00,586.78,586.84,583.1,584.0,54.95323368,
2014-06-24 19:00:00,584.01,586.61,583.03,586.51,130.80081043,
2014-06-24 19:30:00,586.51,586.6,585.0,586.04,68.28914029,
2014-06-24 20:00:00,586.04,586.6,581.98,585.67,165.48364269,
2014-06-24 20:30:00,585.63,586.0,583.51,586.0,116.26886451,
2014-06-24 21:00:00,586.0,586.0,583.39,583.82,92.68506855,
2014-06-24 21:30:00,585.62,586.6,579.99,582.55,732.55516927,
2014-06-24 22:00:00,583.0,583.0,575.0,575.0,990.22815809,
2014-06-24 22:30:00,575.0,581.69,572.1,579.99,542.72328845,
2014-06-24 23:00:00,579.89,581.69,578.2,579.97,105.70346068,
2014-06-24 23:30:00,579.97,580.69,572.46,572.62,127.4475106,
2014-06-25 00:00:00,574.0,577.99,572.97,577.82,43.38102627,
2014-06-25 00:30:00,577.97,577.98,574.62,577.85,40.86788201,
2014-06-25 01:00:00,576.73,577.97,573.01,576.71,51.99958636,
2014-06-25 01:30:00,576.73,579.7,575.57,575.62,56.29181409,
2014-06-25 02:00:00,575.57,575.57,571.98,573.01,308.49437651,
2014-06-25 02:30:00,573.01,575.19,571.0,574.29,148.42063369,
2014-06-25 03:00:00,574.71,576.3,571.05,576.3,38.40015073,
2014-06-25 03:30:00,576.28,576.81,572.23,576.71,63.74739973,
2014-06-25 04:00:00,576.83,576.86,575.0,576.22,19.41470642,
2014-06-25 04:30:00,576.22,576.86,573.41,575.61,82.27158724,
2014-06-25 05:00:00,575.61,577.21,570.86,577.21,259.9041743,
2014-06-25 05:30:00,577.21,577.21,570.86,573.0,67.36146955,
2014-06-25 06:00:00,571.86,576.48,571.86,574.73,23.86801821,
2014-06-25 06:30:00,575.12,576.16,571.0,571.44,111.08541553,
2014-06-25 07:00:00,572.67,572.67,568.0,568.0,345.95795066,
2014-06-25 07:30:00,569.98,572.0,568.0,571.13,154.593269,
2014-06-25 08:00:00,571.65,573.63,568.03,571.0,79.44596918,
2014-06-25 08:30:00,570.99,571.0,568.3,570.99,21.48600258,
2014-06-25 09:00:00,570.99,570.99,566.36,567.65,304.53139742,
2014-06-25 09:30:00,568.06,569.35,566.11,568.0,69.65110534,
2014-06-25 10:00:00,568.0,569.35,564.36,565.0,271.4999707,
2014-06-25 10:30:00,565.0,566.0,563.9,566.0,66.05335747,
2014-06-25 11:00:00,566.0,566.0,562.0,563.6,148.30391055,
2014-06-25 11:30:00,563.6,566.0,555.11,556.24,1411.56266893,
2014-06-25 12:00:00,556.23,562.58,556.2,562.58,180.69076992,
2014-06-25 12:30:00,562.52,566.99,557.0,562.12,719.43251417,
2014-06-25 13:00:00,562.0,562.39,556.58,559.58,275.25622755,
2014-06-25 13:30:00,559.58,562.44,557.57,562.0,106.01565509,
2014-06-25 14:00:00,562.0,567.0,558.4,566.97,230.12081006,
2014-06-25 14:30:00,566.87,570.0,563.97,569.99,299.37859046,
2014-06-25 15:00:00,569.99,569.99,566.04,569.17,74.08787878,
2014-06-25 15:30:00,569.17,569.47,566.0,567.26,100.91389663,
2014-06-25 16:00:00,567.56,567.99,562.44,563.78,181.01724758,
2014-06-25 16:30:00,563.78,564.0,561.8,563.99,195.78706242,
2014-06-25 17:00:00,563.99,568.64,561.81,566.01,101.25805944,
2014-06-25 17:30:00,568.0,569.99,565.25,568.07,142.6245251,
2014-06-25 18:00:00,566.03,568.99,564.36,568.5,42.33024675,
2014-06-25 18:30:00,568.5,569.96,564.34,568.27,135.17670873,
2014-06-25 19:00:00,568.1,569.64,566.0,569.64,58.60044231,
2014-06-25 19:30:00,569.6,571.0,567.72,570.05,159.63623189,
2014-06-25 20:00:00,568.55,570.2,567.72,570.0,14.84218161,
2014-06-25 20:30:00,569.6,571.86,567.75,570.0,69.14434091,
2014-06-25 21:00:00,570.0,571.12,563.65,569.69,280.55981777,
2014-06-25 21:30:00,568.25,569.99,556.44,561.88,521.24025374,
2014-06-25 22:00:00,563.65,564.99,557.0,562.99,184.25187281,
2014-06-25 22:30:00,563.0,563.41,554.45,560.58,539.99288074,
2014-06-25 23:00:00,560.44,560.89,555.12,560.01,67.01936566,
2014-06-25 23:30:00,560.62,560.79,557.65,560.4,25.48555017,
2014-06-26 00:00:00,560.4,560.98,557.2,560.98,254.06575947,
2014-06-26 00:30:00,560.98,561.94,558.06,561.0,22.76308197,
2014-06-26 01:00:00,561.85,561.96,560.02,561.96,87.32491137,
2014-06-26 01:30:00,561.96,567.9,559.99,565.97,143.0317419,
2014-06-26 02:00:00,565.97,567.9,561.98,566.57,70.89060073,
2014-06-26 02:30:00,567.78,572.36,565.57,572.36,154.9768768,
2014-06-26 03:00:00,572.36,572.63,570.0,570.05,149.9023616,
2014-06-26 03:30:00,572.15,572.87,570.0,572.87,39.74316171,
2014-06-26 04:00:00,572.87,572.87,570.63,571.12,3.90119331,
2014-06-26 04:30:00,572.73,572.73,569.0,570.2,58.71403247,
2014-06-26 05:00:00,570.19,571.72,569.02,571.72,42.1066645,
2014-06-26 05:30:00,571.72,571.72,568.0,568.0,58.60665937,
2014-06-26 06:00:00,569.6,570.0,568.0,570.0,32.52561819,
2014-06-26 06:30:00,570.0,571.15,562.0,562.98,545.54916053,
2014-06-26 07:00:00,561.9,569.99,560.63,568.14,208.80880032,
2014-06-26 07:30:00,568.6,569.11,568.01,569.07,14.54291988,
2014-06-26 08:00:00,569.1,569.9,565.94,568.49,35.37858305,
2014-06-26 08:30:00,569.69,569.9,568.01,569.9,32.74987624,
2014-06-26 09:00:00,569.9,569.9,566.71,568.94,52.26000092,
2014-06-26 09:30:00,567.0,571.0,565.06,568.99,110.05067834,
2014-06-26 10:00:00,565.46,569.0,565.06,567.61,10.21988488,
2014-06-26 10:30:00,567.61,568.0,565.07,568.0,11.05096002,
2014-06-26 11:00:00,567.55,570.0,565.99,569.99,10.12297894,
2014-06-26 11:30:00,569.99,570.0,565.34,565.52,45.64531929,
2014-06-26 12:00:00,569.62,569.62,565.33,567.58,20.87196941,
2014-06-26 12:30:00,567.5,568.0,565.0,566.0,66.55227337,
2014-06-26 13:00:00,565.0,568.0,564.0,566.61,46.02372664,
2014-06-26 13:30:00,566.61,568.0,564.7,568.0,71.91310912,
2014-06-26 14:00:00,568.0,572.26,566.99,571.5,189.4397347,
2014-06-26 14:30:00,571.5,573.89,564.23,572.0,389.60726621,
2014-06-26 15:00:00,572.0,573.86,566.5,569.02,53.44635323,
2014-06-26 15:30:00,572.73,573.22,565.55,567.0,107.2516972,
2014-06-26 16:00:00,569.6,569.99,565.62,569.5,41.02620445,
2014-06-26 16:30:00,569.98,570.0,567.01,570.0,107.30567593,
2014-06-26 17:00:00,570.0,571.96,567.55,570.72,32.57005567,
2014-06-26 17:30:00,571.0,571.0,569.7,569.7,29.68704313,
2014-06-26 18:00:00,569.88,570.99,567.0,570.0,19.38749756,
2014-06-26 18:30:00,570.0,570.75,566.25,570.59,72.7619775,
2014-06-26 19:00:00,570.58,570.59,566.29,570.56,16.37352775,
2014-06-26 19:30:00,570.12,570.71,568.11,568.52,164.6125485,
2014-06-26 20:00:00,570.64,570.87,568.11,570.67,76.06877605,
2014-06-26 20:30:00,570.67,574.69,568.04,572.75,203.93568443,
2014-06-26 21:00:00,572.75,573.7,570.26,573.7,41.15397575,
2014-06-26 21:30:00,573.7,574.93,570.44,573.85,65.37583256,
2014-06-26 22:00:00,573.85,575.0,573.74,575.0,111.4110235,
2014-06-26 22:30:00,575.0,575.88,573.52,575.78,66.19612542,
2014-06-26 23:00:00,575.78,580.0,575.0,580.0,355.07037186,
2014-06-26 23:30:00,580.0,580.11,577.34,579.99,131.9046526,
2014-06-27 00:00:00,580.09,580.1,575.04,579.96,88.00307597,
2014-06-27 00:30:00,579.96,586.11,577.09,583.45,504.0020763,
2014-06-27 01:00:00,584.01,586.11,578.68,584.54,185.65111308,
2014-06-27 01:30:00,584.56,584.75,575.01,580.0,260.28079042,
2014-06-27 02:00:00,580.0,584.62,577.01,579.38,78.99071514,
2014-06-27 02:30:00,580.0,583.68,579.0,583.16,19.45514709,
2014-06-27 03:00:00,583.16,585.0,579.0,582.36,158.71148536,
2014-06-27 03:30:00,584.24,586.0,581.47,585.99,169.57334642,
2014-06-27 04:00:00,585.98,585.99,575.07,575.07,318.4979262,
2014-06-27 04:30:00,575.09,584.07,575.09,582.0,77.68685519,
2014-06-27 05:00:00,582.0,585.07,579.38,579.38,67.02372595,
2014-06-27 05:30:00,579.38,582.3,575.05,577.82,162.47090152,
2014-06-27 06:00:00,579.51,582.46,575.86,582.46,27.5085086,
2014-06-27 06:30:00,582.61,584.92,577.0,580.0,150.25398401,
2014-06-27 07:00:00,583.24,584.44,582.0,583.69,67.96699497,
2014-06-27 07:30:00,583.84,583.98,574.0,577.9,437.96756188,
2014-06-27 08:00:00,577.9,580.87,575.53,579.01,33.90583404,
2014-06-27 08:30:00,579.03,580.41,575.2,576.46,34.80174068,
2014-06-27 09:00:00,579.95,581.03,577.25,579.99,110.88647328,
2014-06-27 09:30:00,579.99,583.6,577.3,577.46,90.7780023,
2014-06-27 10:00:00,581.09,582.0,577.77,582.0,10.53219076,
2014-06-27 10:30:00,581.99,584.4,577.56,580.99,145.70642055,
2014-06-27 11:00:00,582.02,584.62,580.28,582.03,141.13133897,
2014-06-27 11:30:00,582.99,585.0,580.95,584.82,213.94922136,
2014-06-27 12:00:00,584.82,585.0,582.48,584.95,168.73428753,
2014-06-27 12:30:00,584.65,587.97,583.5,587.97,497.68982691,
2014-06-27 13:00:00,587.97,589.0,586.0,586.25,93.8855282,
2014-06-27 13:30:00,587.8,589.0,583.61,588.99,156.89043524,
2014-06-27 14:00:00,588.99,589.98,588.0,589.98,320.57101954,
2014-06-27 14:30:00,589.98,590.0,586.08,590.0,98.53728872,
2014-06-27 15:00:00,590.0,590.0,586.3,587.93,84.12924868,
2014-06-27 15:30:00,588.0,590.0,587.11,589.49,71.71309054,
2014-06-27 16:00:00,589.9,589.99,586.52,587.88,76.90542488,
2014-06-27 16:30:00,587.56,589.98,584.19,586.0,145.56504992,
2014-06-27 17:00:00,585.9,589.93,584.45,586.5,172.18496563,
2014-06-27 17:30:00,589.89,589.94,586.5,588.41,32.25774533,
2014-06-27 18:00:00,589.51,589.87,586.66,589.87,113.32531899,
2014-06-27 18:30:00,589.87,589.99,585.15,588.57,239.32878674,
2014-06-27 19:00:00,589.56,589.57,585.56,588.99,22.94464148,
2014-06-27 19:30:00,589.0,589.66,585.47,587.83,20.01098564,
2014-06-27 20:00:00,589.52,589.83,583.01,583.42,175.06943035,
2014-06-27 20:30:00,586.14,586.14,575.0,577.01,786.58109885,
2014-06-27 21:00:00,575.21,582.15,575.21,580.1,128.42030357,
2014-06-27 21:30:00,580.69,583.0,578.75,582.99,46.10330592,
2014-06-27 22:00:00,582.99,592.11,582.27,591.99,724.56282727,
2014-06-27 22:30:00,591.99,598.1,590.74,598.05,1077.10889902,
2014-06-27 23:00:00,598.05,598.06,593.45,598.06,68.1113431,
2014-06-27 23:30:00,597.07,600.0,596.1,599.99,306.96526814,
2014-06-28 00:00:00,599.99,599.99,593.88,594.01,123.35676391,
2014-06-28 00:30:00,594.0,599.9,594.0,598.68,54.83694474,
2014-06-28 01:00:00,598.68,599.98,596.2,599.8,36.76261152,
2014-06-28 01:30:00,599.8,599.82,598.0,598.0,31.34252153,
2014-06-28 02:00:00,599.82,599.82,597.84,599.0,55.07899958,
2014-06-28 02:30:00,599.82,599.97,597.82,598.2,14.29501229,
2014-06-28 03:00:00,598.15,599.97,598.01,599.96,19.37051489,
2014-06-28 03:30:00,599.95,599.96,596.54,599.7,23.04482395,
2014-06-28 04:00:00,599.82,599.82,597.2,597.67,6.51279764,
2014-06-28 04:30:00,598.0,598.0,597.1,598.0,18.84273209,
2014-06-28 05:00:00,598.0,598.0,596.31,596.6,12.49297768,
2014-06-28 05:30:00,597.63,598.0,596.55,598.0,8.28838893,
2014-06-28 06:00:00,598.0,598.0,596.5,597.8,9.66690389,
2014-06-28 06:30:00,598.0,598.0,595.56,596.0,31.1268895,
2014-06-28 07:00:00,596.0,599.3,595.56,595.58,24.23738799,
2014-06-28 07:30:00,598.25,599.72,594.85,596.0,84.68403764,
2014-06-28 08:00:00,596.0,598.5,594.56,595.01,24.28972418,
2014-06-28 08:30:00,597.69,598.23,594.57,597.95,9.12317777,
2014-06-28 09:00:00,597.95,598.0,594.58,597.99,98.11874382,
2014-06-28 09:30:00,597.99,598.14,594.62,597.99,13.83898877,
2014-06-28 10:00:00,597.99,598.0,595.0,597.99,11.74208533,
2014-06-28 10:30:00,597.99,598.0,594.0,597.14,65.65167066,
2014-06-28 11:00:00,597.59,598.44,596.0,598.0,76.63347236,
2014-06-28 11:30:00,598.0,604.21,598.0,604.15,758.0550358,
2014-06-28 12:00:00,604.15,604.21,596.1,600.5,157.14088836,
2014-06-28 12:30:00,600.5,600.99,596.16,599.85,63.5987661,
2014-06-28 13:00:00,599.85,599.85,592.0,594.02,346.2478022,
2014-06-28 13:30:00,592.31,598.8,592.31,596.21,35.24217081,
2014-06-28 14:00:00,594.43,596.21,592.0,596.1,44.39639222,
2014-06-28 14:30:00,596.1,596.1,593.2,595.0,21.62440174,
2014-06-28 15:00:00,595.0,596.23,593.39,596.23,5.83597547,
2014-06-28 15:30:00,596.22,597.75,595.44,596.69,11.00836691,
2014-06-28 16:00:00,596.69,596.7,595.0,595.0,10.75762705,
2014-06-28 16:30:00,595.0,596.66,594.83,596.0,20.38980323,
2014-06-28 17:00:00,596.0,596.66,594.0,596.56,53.79815698,
2014-06-28 17:30:00,596.66,599.72,596.01,596.05,77.70680904,
2014-06-28 18:00:00,597.39,598.38,596.06,597.06,25.59565255,
2014-06-28 18:30:00,597.06,597.06,595.09,595.09,25.33766212,
2014-06-28 19:00:00,596.07,597.06,595.09,597.04,5.97012226,
2014-06-28 19:30:00,596.73,598.3,593.4,597.75,35.09492048,
2014-06-28 20:00:00,597.96,598.29,595.01,598.2,4.04154414,
2014-06-28 20:30:00,598.2,598.21,593.44,596.0,24.07797879,
2014-06-28 21:00:00,598.21,598.3,593.4,598.2,50.06011296,
2014-06-28 21:30:00,598.01,599.28,593.5,596.9,54.14481668,
2014-06-28 22:00:00,596.9,597.75,593.94,597.03,24.44576708,
2014-06-28 22:30:00,597.03,599.1,593.94,597.63,17.86309548,
2014-06-28 23:00:00,597.63,598.88,593.93,597.24,5.80077142,
2014-06-28 23:30:00,597.18,597.99,589.56,589.62,353.11666834,
2014-06-29 00:00:00,591.46,592.32,589.56,591.96,12.59198243,
2014-06-29 00:30:00,592.0,592.0,592.0,592.0,11.78601442,
2014-06-29 01:00:00,592.0,595.53,591.6,595.53,34.09615993,
2014-06-29 01:30:00,595.54,597.8,593.96,597.65,40.96837452,
2014-06-29 02:00:00,597.65,597.7,597.63,597.7,6.80851559,
2014-06-29 02:30:00,597.7,599.87,597.7,599.87,68.77294719,
2014-06-29 03:00:00,599.34,599.87,597.61,599.87,31.35786068,
2014-06-29 03:30:00,599.87,601.79,597.07,600.29,85.10404033,
2014-06-29 04:00:00,601.54,601.54,599.14,600.39,5.06072398,
2014-06-29 04:30:00,600.39,600.5,595.25,595.25,14.52422322,
2014-06-29 05:00:00,599.17,599.78,595.49,599.0,5.35223897,
2014-06-29 05:30:00,599.0,599.0,598.85,599.0,4.22614245,
2014-06-29 06:00:00,599.0,599.0,595.16,595.16,20.91931892,
2014-06-29 06:30:00,598.82,598.96,598.79,598.96,5.3002413,
2014-06-29 07:00:00,598.96,599.13,594.25,598.28,22.35770988,
2014-06-29 07:30:00,598.86,598.86,593.89,598.75,26.35796828,
2014-06-29 08:00:00,597.75,597.97,593.88,593.89,28.44482997,
2014-06-29 08:30:00,593.89,595.0,593.89,595.0,6.73992001,
